공고번호,기초금액,A값,투찰률(%),참여업체수,예가범위,공고구분표시,공고제목,발주처(수요기관),지역제한
20230413388-00,208135000.0,13970842.0,87.745,1035.0,+2% ~ -2%,기/A값/순/협정,국가산림위성정보활용센터 신축공사(통신공사),서울지방조달청/산림청,서울
14934,132625000.0,0.0,87.745,175.0,+2% ~ -2%,기/정,과학화경계시스템(CCTV) 외주정비 용역(23-021),수도방위사령부,서울/경기
20230333597-00,312963000.0,21047136.0,87.745,1012.0,+2% ~ -2%,기/A값/순/협정,서울남부구치소 대체복무 생활관 증축공사(통신),서울지방조달청/법무부,서울
12406,11399850.0,0.0,88.0,146.0,+2% ~ -2%,물품/기/수의,00부대 CCTV 구매 설치,국방부근무지원단,서울/경기
20230402824-00,623089000.0,42840954.0,86.745,978.0,+2% ~ -2%,기/A값/순/협정,아트코리아랩 리모델링 및 인테리어 공사(통신),서울지방조달청/(재)예술경영지원센터,서울
E012302632,60748600.0,0.0,87.745,798.0,+2% ~ -2%,기/수의,고덕강일1지구 등 4개소 자가광케이블 지장이설공사(ICT운영부),한국전력공사,서울
E012302590,40794600.0,2353532.0,87.745,692.0,+2% ~ -2%,기/A값/순,23년 계시별 고객 원격검침망 구축 공사,한국전력공사,서울
12769,149058980.0,0.0,87.745,162.0,+2% ~ -2%,기,(긴급)00부대 네트워크 선로 구축 및 전산장비 용역,국방부근무지원단,서울/경기
20230331313-00,228854000.0,13678232.0,87.745,987.0,+2% ~ -2%,기/A값/순/협정,디지털도서관 노후 비상방송 스피커 및 선로 교체공사,서울지방조달청/문화체육관광부,서울
20230344415-00,64000000.0,0.0,87.745,3204.0,+2% ~ -2%,기/수의,서울전파관리소 전파관리상황실 환경개선공사(통신),과학기술정보통신부,서울/인천/경기
20230345628-00,40447000.0,0.0,87.745,1033.0,+2% ~ -2%,기/수의,강서경찰서 염창지구대 신축 통신공사,경찰청,서울
20230325103-00,66310000.0,0.0,87.745,1128.0,+2% ~ -2%,수의,오류고등학교 급식실 증축 통신공사 견적 제출 공고,서울특별시교육청,서울
E012302005,223885200.0,14398801.0,87.745,806.0,+2% ~ -2%,기/A값/순,위례3공구 배전자동화 자가광케이블 시설공사(ICT운영부),한국전력공사,서울
20230324122-01,62333333.0,6303301.0,87.745,1016.0,+2% ~ -2%,기/정/A값/순,신규 스마트워크센터(용산) 통신공사 (정정공고),한국지능정보사회진흥원,서울
20230222655-00,1248237000.0,63893372.0,86.745,1139.0,+2% ~ -2%,기/A값/순/의무,문화유산 과학센터 건립 통신공사,서울지방조달청/문화체육관광부,전국/서울
20230312452-00,98606000.0,0.0,87.745,1122.0,+2% ~ -2%,기/수의,서울 정보화전략실 전산실 정보통신 공사,공무원연금공단,서울
2300577-00,3611235000.0,208766284.0,86.745,949.0,+2% ~ -2%,기/A값/순/의무,서울지역본부 그린리모델링 정보통신공사,한국토지주택공사,전국/서울
E012301473,56959100.0,0.0,87.745,733.0,+2% ~ -2%,기/수의,23년도 송변전광단말장치 시설공사,한국전력공사,서울
20230245243-00,58732300.0,2860751.0,87.745,987.0,+2% ~ -2%,기/A값/순,김포공항 국내선 시외버스대기장 개선 정보통신공사,한국공항공사,서울
20230222647-00,57662000.0,2535420.0,87.745,965.0,+2% ~ -2%,기/A값/순,한난 동남권-한전 가락변전소간 광케이블 추가 포설공사,한국지역난방공사,서울
20230220263-00,105965000.0,0.0,87.745,1127.0,+2% ~ -2%,기/수의/협정,보건복지행정타운 영상감시장치 추가 보강설치 공사,한국자산관리공사,서울
20230207061-00,1657741000.0,106167099.0,86.745,1119.0,+2% ~ -2%,기/A값/순/의무,구로경찰서 신축 도급공사(통신) (긴급공고),서울지방조달청/경찰청,전국/서울
20230212327-00,350642000.0,18474296.0,86.745,337.0,+2% ~ -2%,기/A값/순/현필,한신대학교 서울캠퍼스 생활관(선교센터) 리모델링 공사(통신) (긴급공고),한신대학교,서울/경기
20230204984-00,144509804.0,11288393.0,87.745,1014.0,+2% ~ -2%,기/A값/순,현대그룹빌딩 서관 조성공사(통신),서울대학교병원,서울
20230207120-00,48800000.0,0.0,87.745,1023.0,+2% ~ -2%,기/수의,한국체육대학교 본관 내진보강 및 실재배치 통신공사,한국체육대학교,서울
20230132470-00,38027000.0,0.0,87.745,995.0,+2% ~ -2%,기/수의,송파경찰서 거여파출소 신축공사(통신),경찰청,서울
E012300426,77660642.0,0.0,87.745,777.0,+2% ~ -2%,기/수의,성동-군자 등 10구간 송변전광단말장치 시설공사,한국전력공사,서울
20230121062-00,70000000.0,0.0,87.745,1065.0,+2% ~ -2%,기/연기/수의,2023년 제1차 교내 통신시설물 성능개선공사,서울과학기술대학교,서울
20230116328-00,28200000.0,500565.0,87.745,2272.0,+2% ~ -2%,기/A값/순,2022년 혁신지원사업 산업맞춤형 강의실 및 실습실 환경개선 통신공사,대림대학교,서울/인천/경기
20230114967-00,32084000.0,0.0,87.745,899.0,+2% ~ -2%,수의,신진과학기술고등학교 학점제 교과교실제 통신공사,서울특별시교육청,서울
20230104636-00,1072627000.0,71531704.0,86.745,934.0,+2% ~ -2%,기/A값/순/협정,서울대학교 반도체공동연구소 나노융합 인력양성 및 산학협력센터 신관증축공사(통신),서울지방조달청/서울대학교,서울
20230100177-00,54400000.0,0.0,87.745,1099.0,+2% ~ -2%,수의,수도전기공업고등학교 관리실 환경개선 통신공사,서울특별시교육청,서울
20221246946-01,63470000.0,0.0,87.745,1071.0,+2% ~ -2%,기/정/수의,우신고등학교 관리실 환경개선 통신공사 수의계약 견적서 제출 공고 (긴급공고) (정정공고),서울특별시교육청,서울
20221245798-00,25630000.0,0.0,87.745,874.0,+2% ~ -2%,수의,"2022 동일여고 수덕관 도서관, 고교학점제공간, 관리실, 석면해체공간 통신공사",서울특별시교육청,서울
20221245729-00,29480000.0,0.0,87.745,897.0,+2% ~ -2%,수의,2022 동일여고 본관동 샌드위치판넬해소 통신공사,서울특별시교육청,서울
20241210833-00,61710000.0,9082379.0,87.745,1074.0,+2% ~ -2%,기/A값/순,서라벌고등학교 고교학점제 공간 조성 사업 조성 통신 공사 (긴급공고),서울특별시교육청,서울
20241209755-00,71830000.0,0.0,87.745,3787.0,+2% ~ -2%,기/수의,고속철도 스마트SOC 시스템 감시화면 통신망 구축 공사,한국철도공사,서울/부산/대구/경기/충북/충남/경북
2024-25877,304019000.0,19559512.0,87.745,913.0,+2% ~ -2%,기/A값/순,[일반-24-235-4] 00진지 생활관 신축 통신공사,수도방위사령부,서울
20241135055-00,4101907000.0,265650527.0,86.745,1041.0,+2% ~ -2%,기/A값/순/의무,L2 연구동 건설공사(통신) (긴급공고),서울지방조달청/한국과학기술연구원,전국/서울
20241142908-00,83490000.0,5039708.0,87.745,1106.0,+2% ~ -2%,기/A값/순,서울대학교 첨단융합학부(관악 18동) 공간조성 4단계 통신공사 (긴급공고),서울대학교,서울
20241135561-00,3205851000.0,203750095.0,86.745,1168.0,+2% ~ -2%,기/A값/순/의무,한국전력 관악동작지사 위탁개발 통신공사,한국자산관리공사,전국/서울
20241140336-00,83559300.0,0.0,87.745,2662.0,+2% ~ -2%,기,분당선 한티역 등 20개역 승강장안전문 UPS부품 개량공사,한국철도공사,서울/경기
E012410414,58139400.0,0.0,87.745,791.0,+2% ~ -2%,기/수의,신림로 지중화 관련 광케이블 이설공사(ICT운영부),한국전력공사,서울
2024-24251,13837340.0,0.0,87.745,519.0,+2% ~ -2%,기/수의,(24-집-2) 00부대 안보교육관 대체시설 공사(통신),육군,서울
20241106920-00,2105148000.0,139828377.0,86.745,1254.0,+2% ~ -2%,기/A값/순/의무,혜화경찰서 청사 신축관련 통신 공사,서울지방조달청/경찰청,전국/서울
E012410147,117940900.0,7047344.0,87.745,1381.0,+2% ~ -2%,기/A값/순/협정,논현-선릉 등 2개 전력구 운영시스템 설치공사(강남전력지사),한국전력공사,서울/경기
20241101469-00,872850000.0,44281860.0,87.745,1301.0,+2% ~ -2%,기/A값/순/협정,"2024년 서울청 국도ITS 시관리 구간 구축공사(서울시,인천시)",인천지방조달청/국토교통부,서울/인천
20241110684-00,74556000.0,0.0,87.745,1113.0,+2% ~ -2%,기/수의,여청수사계 통합청사 조성 리모델링 통신공사,경찰청,서울
20241106979-00,77440000.0,0.0,87.745,1146.0,+2% ~ -2%,기/수의,국립전통예술고등학교 기숙사 환경개선 통신공사,문화체육관광부,서울
20241103116-00,53530000.0,0.0,87.745,2703.0,+2% ~ -2%,기/수의,수서평택고속선 오산SS 등 11개소 영상감시설비 이설 공사,한국철도공사,서울/경기
20241101079-00,57080500.0,0.0,87.745,1109.0,+2% ~ -2%,기/수의,피싱범죄수사계 청사 리모델링 통신공사,경찰청,서울
2024-22599,8027450.0,0.0,87.745,270.0,+2% ~ -2%,기/수의,태성대아파트 리모델링 공사(통신),공군항공안전단,서울
20241027545-00,439605000.0,30809073.0,87.745,2979.0,+2% ~ -2%,기/A값/순,경부선 서울역 등 107역 시각장애인용 음성유도기 개량공사,한국철도공사,서울/인천/경기
20241020518-00,249018000.0,13940289.0,87.745,582.0,+2% ~ -2%,기/A값/순,도급 사무실 환경개선 네트워크 공사 업체 선정,(주)코스콤,서울
20241014494-00,378061000.0,26220707.0,87.745,1035.0,+2% ~ -2%,기/A값/순/협정,국립재활원 음압격리병실 구축 사업 통신공사,서울지방조달청/보건복지부,서울
E012408828,65826200.0,1585192.0,87.745,825.0,+2% ~ -2%,기/A값/순,’24년도 노량진변전소 무인보안시스템 교체공사(전자제어부),한국전력공사,서울
20241021669-00,304620000.0,9102222.0,87.745,2703.0,+2% ~ -2%,기/A값/순,경의선 수색역 등 7개역 승강장안전문 장애물검지센서 교체공사,한국철도공사,서울/경기
20241020924-00,91500000.0,0.0,85.0,150.0,+2% ~ -2%,기,본·신관 비상방송설비 교체공사,한국방송공사,서울
20241025706-00,212960000.0,14125857.0,87.745,1093.0,+2% ~ -2%,기/A값/순,수도권서부 종합금융센터 사무환경 조성공사(통신) 업체 선정 (긴급공고),한국주택금융공사,서울
20241024377-00,141533000.0,0.0,87.745,3052.0,+2% ~ -2%,기/수의,중앙선 청량리역 등 8역 역무자동화설비 이설 기타공사,한국철도공사,서울/경기
20241009986-00,2241737000.0,136733800.0,86.745,1242.0,+2% ~ -2%,기/A값/순/의무,경부선 구로역 신축에 따른 통신설비 신설공사(총체 및 1차),한국철도공사,전국/서울
E012408654,75750400.0,1859619.0,87.745,2324.0,+2% ~ -2%,기/A값/순,전력구 PS-LTE 비상통신망 시설공사(동서울전력지사),한국전력공사,서울/경기
20241014719-00,68308045.0,3809998.0,87.745,617.0,+2% ~ -2%,기/A값/순/협정,스팸대응시스템 안정적 운영을 위한 IDC 케이블 재설치 공사 용역,한국인터넷진흥원,서울
20241014716-00,575592000.0,35918391.0,87.745,3052.0,+2% ~ -2%,기/A값/순,중앙선 왕십리역 등 16개소 여객자동안내장치 개량공사,한국철도공사,서울/경기/강원
E012408573,52260604.0,495442.0,87.745,810.0,+2% ~ -2%,기/A값/순,노량진-사당 구간 광케이블 선통 공사(전자제어부),한국전력공사,서울
E012408482,87167300.0,5563374.0,87.745,816.0,+2% ~ -2%,기/A값/순,345kV 신양재S/S CCTV 교체공사(강남전력지사),한국전력공사,서울
20241004497-00,664104000.0,37365488.0,87.745,1047.0,+2% ~ -2%,기/A값/순/협정,나라키움 관악 복합관사 개발사업 통신공사,한국자산관리공사,서울
20241010475-00,156312000.0,0.0,87.745,1129.0,+2% ~ -2%,기,경부선 영등포~신도림 간 LTE-R 광케이블 철거설치 타공사,한국철도공사,서울
E012408322,68079000.0,727433.0,87.745,325.0,+2% ~ -2%,기/A값/순/협정,개포전력구 운영시스템 이설공사(송전운영부),한국전력공사,서울
20241003694-04,160993000.0,9287858.0,87.745,1054.0,+2% ~ -2%,기/정/A값/순,동축산물검역검사 생물안전연구시설(BL3) 설치 통신공사 (정정공고),농림축산식품부,서울
2024-21047,26354060.0,0.0,87.745,726.0,+2% ~ -2%,기/수의,주대-3 00관 보수공사(통신),육군사관학교,서울
20240926462-00,99675000.0,0.0,87.745,1180.0,+2% ~ -2%,기/수의,저탄소분야 학과(친환경산업디자인과) 신설 인테리어 리모델링 공사(통신),한국폴리텍1대학,서울
20240925984-00,164841000.0,0.0,87.745,1226.0,+2% ~ -2%,기/수의,AI+x분야 학과(클라우드컴퓨팅과) 신설 인테리어 리모델링 공사(통신),한국폴리텍1대학,서울
20240926203-00,53678716.0,0.0,87.745,1074.0,+2% ~ -2%,기,성북경찰서 정릉파출소 청사 시설개선 통신 공사,경찰청,서울
20240919375-00,82433000.0,2130261.0,87.745,1088.0,+2% ~ -2%,기/A값/순,전수교육관 유니버설디자인 적용 환경개선공사(통신),국가유산진흥원,서울
2024-20363,19934490.0,0.0,87.745,651.0,+2% ~ -2%,기/수의,푸른숲아파트 노후세대 리모델링 통신공사,국방부근무지원단,서울
E012407912,61792500.0,3288346.0,87.745,817.0,+2% ~ -2%,기/A값/순,관악동작지사 임차사옥 자가 광케이블 이설(ICT운영부),한국전력공사,서울
20240902166-00,423750000.0,30101020.0,87.745,1044.0,+2% ~ -2%,기/A값/순/협정,국립한글박물관 교육공간 조성 및 증축공사(통신),서울지방조달청/문화체육관광부,서울
20240918062-00,1013657000.0,37715434.0,86.745,2948.0,+2% ~ -2%,기/A값/순/의무,서울본부 광역철도 승강장 CCTV 모니터 랙 개량공사 (긴급공고),한국철도공사,전국/서울/경기
20240915061-00,265846000.0,23143027.0,87.745,3136.0,+2% ~ -2%,기/A값/순,경인선 개봉역 등 22역 자동개집표기 개량 기타공사,한국철도공사,서울/인천/경기
20240914951-00,1093980000.0,69313034.0,86.745,2972.0,+2% ~ -2%,기/A값/순/의무,분당선 모란 등 9역 영상감시설비 개량공사,한국철도공사,전국/서울/경기
20240912350-00,298100000.0,18691426.0,87.745,1090.0,+2% ~ -2%,기/A값/순,SNU Commons(62동) 공간조성 통신공사 (긴급공고),서울대학교,서울
20240912245-00,86005000.0,3603819.0,87.745,1059.0,+2% ~ -2%,기/A값/순,김포공항 국제선 비즈니스라운지 조성 정보통신공사,한국공항공사,서울
20240900448-00,30020000.0,0.0,87.745,859.0,+2% ~ -2%,기/수의,2024년 노후 전자법정 개선 공사(대법원 청사),대법원,서울
41999,21263000.0,0.0,88.0,123.0,+2% ~ -2%,물품/기/수의,24년 전관방송용 앰프 구매,육군사관학교,서울/경기
20240906022-00,99074515.0,0.0,87.745,1103.0,+2% ~ -2%,기/수의,북한산국립공원 탐방안내소 신축공사(통신),국립공원공단,서울
20240902994-00,56745000.0,0.0,87.745,2980.0,+2% ~ -2%,기/수의,철도보수장비 LTE-R 휴대무전기 거치대 설치공사,한국철도공사,서울/인천/경기
E012407564,158177250.0,10539451.0,87.745,839.0,+2% ~ -2%,기/A값/순,24년 변전소 무인보안시스템 성능개선 공사,한국전력공사,서울
20240830895-00,40600000.0,0.0,87.745,1052.0,+2% ~ -2%,기/수의,동대문서 장안2파출소 리모델링 통신,경찰청,서울
20240819773-00,1154796000.0,26555331.0,86.745,2863.0,+2% ~ -2%,기/A값/순/의무,경원선 외대앞역 등 13개역 승강장안전문 장애물검지센서 개량공사,한국철도공사,전국/서울/경기
20240827254-00,997953000.0,36623699.0,87.745,2618.0,+2% ~ -2%,기/A값/순,경원선 가능 등 16역 승강장 비상통화장치 개량공사,한국철도공사,서울/경기
2024-19131,87672540.0,0.0,87.745,1014.0,+2% ~ -2%,기/수의,24-A-00부대 통신공사(1200),국군재정관리단,서울
20240826609-00,279950000.0,19846974.0,87.745,1085.0,+2% ~ -2%,기/A값/순,우리금융아트홀 및 올림픽테니스경기장 시설개선 공사(통신) (긴급공고),서울올림픽기념국민체육진흥공단,서울
E012407415,67615900.0,1633643.0,87.745,776.0,+2% ~ -2%,기/A값/순,전력구 PS-LTE 비상통신망 시설공사(강남전력지사),한국전력공사,서울
20240822293-00,42754260.0,2278333.0,87.745,978.0,+2% ~ -2%,기/A값/순,국회 경내 보안장비(CCTV) 교체 공사,국회,서울
20240822245-00,97277000.0,0.0,87.745,1137.0,+2% ~ -2%,기/수의,한국체육대학교 필승관 대강당 무대음향 설비교체 통신공사,한국체육대학교,서울
20240817325-00,603581000.0,21604569.0,87.745,690.0,+2% ~ -2%,기/A값/순,한국전기공사협회 서울남부회 사옥건립 정보통신공사,한국전기공사협회,서울
20240821407-00,87538000.0,0.0,87.745,1121.0,+2% ~ -2%,기/수의,재외동포인증센터 전산실 환경 구축 전기 정보통신 소액수의 견적 제출 공고,재외동포청,서울
